Relation Data
ID,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5
633,0.041,0.071,0.270,0.238,0.806
634,0.386,0.660,0.010,0.445,0.315
635,0.891,0.661,0.084,0.158,0.688
636,0.690,0.126,0.868,0.277,0.208
637,0.636,0.423,0.459,0.090,0.454
638,0.954,0.502,0.928,0.249,0.932
639,0.594,0.452,0.053,0.159,0.044
640,0.682,0.542,0.445,0.706,0.952
641,0.499,0.626,0.337,0.901,0.424
642,0.012,0.737,0.680,0.233,0.445
643,0.538,0.898,0.332,0.897,0.466
644,0.302,0.137,0.939,0.742,0.776
645,0.297,0.469,0.051,0.022,0.421
646,0.808,0.140,0.180,0.148,0.647
647,0.733,0.758,0.765,0.337,0.847
648,0.425,0.383,0.735,0.047,0.665
649,0.892,0.121,0.404,0.770,0.541
650,0.721,0.162,0.411,0.985,0.024
651,0.177,0.845,0.095,0.375,0.219
652,0.832,0.637,0.314,0.150,0.522
653,0.184,0.730,0.763,0.883,0.253
654,0.195,0.851,0.725,0.729,0.776
655,0.652,0.013,0.078,0.188,0.389
656,0.966,0.733,0.452,0.044,0.364
657,0.287,0.060,0.859,0.623,0.826
658,0.263,0.329,0.440,0.800,0.279
659,0.579,0.225,0.332,0.108,0.119
660,0.140,0.752,0.172,0.922,0.262
661,0.443,0.150,0.658,0.296,0.806
662,0.276,0.711,0.304,0.262,0.806
663,0.270,0.115,0.708,0.558,0.431
664,0.429,0.807,0.203,0.699,0.165
665,0.792,0.488,0.732,0.240,0.235
666,0.658,0.465,0.810,0.333,0.149
667,0.975,0.996,0.872,0.040,0.595
668,0.219,0.939,0.860,0.798,0.610
669,0.831,0.077,0.335,0.364,0.409
670,0.008,0.946,0.552,0.267,0.950
671,0.720,0.642,0.721,0.044,0.855
672,0.911,0.584,0.751,0.106,0.010
673,0.088,0.864,0.723,0.148,0.135
674,0.642,0.024,0.794,0.246,0.015
675,0.058,0.297,0.208,0.789,0.988
676,0.547,0.417,0.444,0.946,0.652
677,0.374,0.416,0.089,0.616,0.600
678,0.743,0.518,0.182,0.467,0.544
679,0.525,0.302,0.137,0.103,0.367
680,0.224,0.770,0.264,0.395,0.767
681,0.718,0.417,0.886,0.203,0.195
682,0.614,0.398,0.073,0.251,0.263
683,0.784,0.401,0.517,0.394,0.286
684,0.004,0.280,0.708,0.259,0.053
685,0.953,0.513,0.184,0.565,0.866
686,0.142,0.557,0.288,0.644,0.678
687,0.151,0.298,0.118,0.602,0.930
688,0.671,0.839,0.528,0.578,0.815
689,0.793,0.294,0.204,0.381,0.828
690,0.532,0.307,0.189,0.643,0.265
691,0.464,0.294,0.934,0.240,0.564
692,0.102,0.430,0.441,0.585,0.479
693,0.103,0.714,0.088,0.883,0.798
694,0.471,0.604,0.882,0.901,0.228
695,0.051,0.848,0.407,0.112,0.161
696,0.230,0.966,0.555,0.647,0.576
697,0.026,0.076,0.512,0.396,0.219
698,0.448,0.458,0.008,0.499,0.581
699,0.838,0.779,0.375,0.111,0.958
700,0.533,0.757,0.041,0.846,0.442
701,0.571,0.786,0.767,0.441,0.315
702,0.606,0.897,0.035,0.144,0.742
703,0.531,0.390,0.915,0.515,0.158
704,0.783,0.871,0.289,0.519,0.783
705,0.252,0.465,0.498,0.043,0.226
706,0.617,0.328,0.203,0.949,0.454
707,0.136,0.208,0.435,0.567,0.278
708,0.293,0.218,0.800,0.271,0.980
709,0.404,0.646,0.393,0.731,0.873
710,0.304,0.172,0.270,0.801,0.880
711,0.049,0.198,0.627,0.754,0.491
712,0.258,0.860,0.335,0.684,0.464
713,0.841,0.229,0.759,0.379,0.689
714,0.387,0.151,0.022,0.165,0.915
715,0.328,0.240,0.151,0.069,0.611
716,0.877,0.727,0.388,0.228,0.769
717,0.607,0.086,0.048,0.406,0.818
718,0.559,0.688,0.073,0.074,0.321
719,0.789,0.435,0.230,0.768,0.311
720,0.820,0.604,0.920,0.639,0.910
721,0.680,0.691,0.128,0.128,0.926
722,0.286,0.486,0.829,0.002,0.064
723,0.039,0.249,0.663,0.561,0.502
724,0.311,0.021,0.390,0.357,0.563
725,0.661,0.438,0.290,0.954,0.293
726,0.112,0.469,0.656,0.245,0.369
727,0.600,0.884,0.132,0.952,0.820
728,0.489,0.438,0.519,0.474,0.121
729,0.608,0.367,0.747,0.943,0.466
730,0.031,0.935,0.176,0.432,0.339
731,0.861,0.254,0.066,0.448,0.574
732,0.011,0.902,0.944,1.000,0.093
733,0.434,0.368,0.668,0.762,0.354
734,0.422,0.968,0.344,0.841,0.659
735,0.669,0.866,0.771,0.694,0.561
736,0.807,0.219,0.828,0.193,0.494
737,0.492,0.530,0.607,0.389,0.282
738,0.365,0.872,0.419,0.184,0.845
739,0.025,0.512,0.969,0.147,0.668
740,0.738,0.521,0.797,0.125,0.790
741,0.260,0.242,0.530,0.061,0.220
742,0.684,0.641,0.226,0.677,0.684
743,0.498,0.096,0.387,0.810,0.249
744,0.454,0.013,0.051,0.620,0.746
745,0.329,0.798,0.531,0.793,0.086
746,0.943,0.287,0.123,0.266,0.058
747,0.657,0.143,0.574,0.671,0.868
748,0.136,0.618,0.354,0.242,0.974
749,0.238,0.757,0.734,0.522,0.793
750,0.686,0.137,0.943,0.070,0.068
751,0.061,0.486,0.648,0.945,0.133
752,0.905,0.176,0.661,0.995,0.336
753,0.058,0.041,0.822,0.333,0.440
754,0.688,0.075,0.759,0.254,0.472
755,0.094,0.420,0.280,0.926,0.996
756,0.628,0.874,0.526,0.017,0.382
757,0.027,0.772,0.104,0.491,0.886
758,0.589,0.090,0.734,0.753,0.785
759,0.210,0.140,0.818,0.252,0.094
760,0.549,0.576,0.102,0.604,0.885
761,0.969,0.189,0.047,0.989,0.755
762,0.321,0.381,0.454,0.530,0.993
763,0.983,0.600,0.124,0.667,0.431
764,0.646,0.780,0.450,0.562,0.168
765,0.669,0.539,0.718,0.131,0.796
766,0.937,0.735,0.137,0.284,0.759
767,0.703,0.058,0.347,0.921,0.953
768,0.867,0.028,0.111,0.033,0.341
769,0.891,0.743,0.673,0.245,0.421
770,0.997,0.851,0.793,0.867,0.170
771,0.129,0.432,0.576,0.298,0.345
772,0.482,0.691,0.397,0.623,0.744
773,0.230,0.768,0.395,0.965,0.144
774,0.476,0.808,0.961,0.971,0.543
775,0.438,0.289,0.066,0.367,0.724
776,0.561,0.200,0.602,0.909,0.913
777,0.546,0.071,0.550,0.667,0.647
778,0.250,0.873,0.928,0.024,0.558
779,0.327,0.713,0.477,0.971,0.709
780,0.235,0.979,0.437,0.137,0.106
781,0.300,0.224,0.965,0.577,0.141
782,0.578,0.469,0.403,0.620,0.011
783,0.739,0.548,0.387,0.152,0.774
784,0.766,0.539,0.305,0.208,0.004
785,0.756,0.786,0.433,0.729,0.755
786,0.672,0.164,0.494,0.263,0.788
787,0.632,0.523,0.166,0.659,0.664
788,0.623,0.426,0.660,0.888,0.509
789,0.619,0.793,0.174,0.481,0.689
790,0.353,0.209,0.456,0.611,0.259
791,0.803,0.542,0.167,0.955,0.116
792,0.715,0.998,0.605,0.496,0.663
793,0.386,0.796,0.040,0.528,0.000
794,0.037,0.306,0.101,0.949,0.159
795,0.810,0.023,0.066,0.156,0.103
796,0.660,0.292,0.053,0.227,0.631
797,0.385,0.205,0.323,0.399,0.973
798,0.764,0.969,0.976,0.114,0.163
799,0.644,0.512,0.152,0.144,0.304
800,0.489,0.600,0.266,0.681,0.304
801,0.206,0.822,0.360,0.262,0.169
802,0.793,0.072,0.377,0.635,0.828
803,0.934,0.933,0.270,0.189,0.565
804,0.456,0.699,0.308,0.076,0.599
805,0.020,0.867,0.979,0.462,0.463
806,0.303,0.943,0.033,0.471,0.263
807,0.138,0.758,0.159,0.791,0.662
808,0.740,0.124,0.986,0.146,0.695
809,0.065,0.457,0.177,0.592,0.519
810,0.129,0.629,0.853,0.303,0.890
811,0.336,0.090,0.918,0.093,0.787
812,0.635,0.251,0.171,0.697,0.508
813,0.419,0.486,0.379,0.089,0.478
814,0.048,0.786,0.435,0.019,0.948
815,0.013,0.120,0.399,0.173,0.808
816,0.498,0.450,0.970,0.335,0.477
817,0.046,0.091,0.044,0.280,0.822
818,0.042,0.997,0.156,0.668,0.945
819,0.412,0.685,0.392,0.719,0.509
820,0.132,0.045,0.103,0.952,0.311
821,0.989,0.426,0.342,0.537,0.730
822,0.172,0.201,0.546,0.910,0.098
823,0.891,0.705,0.615,0.088,0.707
824,0.460,0.337,0.970,0.166,0.709
825,0.517,0.256,0.176,0.723,0.567
826,0.114,0.321,0.301,0.695,0.941
827,0.979,0.089,0.617,0.549,0.386
828,0.376,0.491,0.365,0.007,0.207
829,0.994,0.000,0.814,0.389,0.493
830,0.219,0.127,0.785,0.689,0.653
831,0.710,0.333,0.935,0.547,0.711
832,0.371,0.694,0.474,0.848,0.198
833,0.218,0.210,0.983,0.269,0.590
834,0.925,0.842,0.048,0.760,0.385
835,0.175,0.373,0.005,0.176,0.100
836,0.100,0.586,0.805,0.724,0.917
837,0.001,0.119,0.385,0.476,0.332
838,0.705,0.005,0.427,0.687,0.785
839,0.150,0.484,0.600,0.667,0.329
840,0.396,0.601,0.991,0.958,0.614
841,0.823,0.839,0.208,0.430,0.674
842,0.299,0.637,0.614,0.089,0.211
843,0.110,0.915,0.822,0.614,0.017
844,0.296,0.573,0.934,0.205,0.452
845,0.460,0.009,0.366,0.984,0.527
846,0.868,0.832,0.584,0.500,0.612
847,0.885,0.719,0.982,0.816,0.679
848,0.596,0.627,0.629,0.882,0.650
849,0.613,0.168,0.914,0.390,0.908
850,0.832,0.485,0.217,0.413,0.896
851,0.752,0.718,0.027,0.117,0.998
852,0.059,0.128,0.110,0.206,0.287
853,0.703,0.929,0.286,0.764,0.616
854,0.640,0.994,0.505,0.097,0.668
855,0.775,0.863,0.554,0.341,0.858
856,0.894,0.246,0.386,0.951,0.724
857,0.178,0.080,0.768,0.425,0.832
858,0.375,0.464,0.219,0.972,0.627
859,0.763,0.315,0.838,0.457,0.195
860,0.332,0.486,0.878,0.402,0.036
861,0.891,0.079,0.907,0.082,0.717
862,0.141,0.084,0.566,0.334,0.532
863,0.345,0.419,0.709,0.440,0.697
864,0.155,0.350,0.880,0.887,0.984
865,0.317,0.029,0.366,0.112,0.657
866,0.434,0.118,0.870,0.303,0.587
867,0.262,0.398,0.606,0.840,0.944
868,0.798,0.187,0.798,0.725,0.030
869,0.711,0.139,0.093,0.324,0.536
870,0.269,0.188,0.578,0.919,0.347
871,0.140,0.999,0.606,0.994,0.627
872,0.269,0.180,0.420,0.396,0.611
873,0.528,0.830,0.549,0.465,0.098
874,0.662,0.290,0.904,0.451,0.678
875,0.736,0.538,0.732,0.920,0.098
876,0.427,0.318,0.332,0.237,0.415
877,0.838,0.144,0.140,0.403,0.212
878,0.213,0.358,0.298,0.106,0.147
879,0.805,0.751,0.439,0.421,0.626
880,0.355,0.193,0.644,0.011,0.683
881,0.770,0.844,0.961,0.370,0.601
882,0.900,0.974,0.491,0.527,0.247
883,0.572,0.642,0.702,0.580,0.393
884,0.436,0.441,0.581,0.273,0.654
885,0.461,0.615,0.417,0.879,0.437
886,0.937,0.247,0.268,0.654,0.186
887,0.001,0.052,0.802,0.882,0.468
888,0.471,0.645,0.141,0.526,0.099
889,0.384,0.112,0.293,0.950,0.998
890,0.438,0.785,0.309,0.772,0.639
891,0.934,0.002,0.504,0.441,0.702
892,0.652,0.606,0.966,0.827,0.563
893,0.400,0.153,0.401,0.044,0.473
894,0.963,0.117,0.356,0.843,0.717
895,0.483,0.962,0.040,0.385,0.757
896,0.452,0.942,0.766,0.631,0.316
897,0.358,0.268,0.954,0.740,0.882
898,0.460,0.891,0.720,0.523,0.621
899,0.950,0.096,0.967,0.282,0.269
900,0.554,0.102,0.161,0.385,0.250
901,0.608,0.933,0.477,0.465,0.011
902,0.017,0.717,0.642,0.570,0.907
903,0.962,0.198,0.773,0.628,0.447
904,0.769,0.028,0.571,0.577,0.905
905,0.317,0.285,0.137,0.800,0.228
906,0.846,0.500,0.324,0.766,0.023
907,0.449,0.484,0.809,0.807,0.275
908,0.473,0.868,0.828,0.711,0.602
909,0.082,0.790,0.076,0.758,0.008
910,0.356,0.729,0.511,0.819,0.836
911,0.571,0.627,0.981,0.623,0.850
912,0.521,0.356,0.564,0.991,0.182
913,0.931,0.383,0.500,0.141,0.056
914,0.786,0.261,0.381,0.163,0.141
915,0.696,0.460,0.429,0.465,0.327
916,0.724,0.719,0.001,0.266,0.186
917,0.478,0.832,0.015,0.581,0.926
918,0.833,0.766,0.098,0.042,0.762
919,0.065,0.536,0.319,0.433,0.329
920,0.953,0.223,0.723,0.171,0.415
921,0.622,0.656,0.941,0.100,0.158
922,0.887,0.172,0.866,0.723,0.724
923,0.875,0.324,0.726,0.244,0.731
924,0.663,0.798,0.154,0.278,0.697
925,0.960,0.785,0.135,0.109,0.028
926,0.035,0.143,0.446,0.230,0.099
927,0.066,0.186,0.574,0.588,0.159
928,0.117,0.498,0.956,0.462,0.356
929,0.747,0.234,0.175,0.542,0.189
930,0.719,0.830,0.149,0.532,0.618
931,0.268,0.394,0.480,0.658,0.628
932,0.927,0.910,0.294,0.648,0.332
933,0.069,0.499,0.573,0.489,0.636
934,0.038,0.901,0.026,0.705,0.798
935,0.990,0.388,0.421,0.985,0.288
936,0.563,0.045,0.960,0.571,0.118
937,0.663,0.056,0.112,0.009,0.640
938,0.993,0.149,0.564,0.189,0.373
939,0.368,0.159,0.084,0.334,0.357
940,0.359,0.652,0.630,0.186,0.723
941,0.648,0.306,0.279,0.036,0.529
942,0.616,0.785,0.483,0.934,0.078
943,0.463,0.132,0.885,0.354,0.947
944,0.189,0.355,0.160,0.904,0.626
945,0.334,0.561,0.224,0.205,0.497
946,0.813,0.862,0.367,0.872,0.389
947,0.396,0.187,0.658,0.925,0.634
948,0.373,0.507,0.644,0.893,0.296
949,0.107,0.190,0.627,0.162,0.864
950,0.955,0.183,0.737,0.887,0.687
951,0.365,0.493,0.181,0.588,0.357
952,0.623,0.190,0.173,0.286,0.176
953,0.388,0.866,0.409,0.444,0.608
954,0.684,0.428,0.833,0.186,0.405
955,0.937,0.664,0.831,0.265,0.395
956,0.763,0.294,0.617,0.264,0.203
957,0.562,0.927,0.194,0.306,0.306
958,0.195,0.205,0.836,0.728,0.144
959,0.812,0.341,0.823,0.525,0.989
960,0.772,0.264,0.488,0.649,0.824
961,0.790,0.249,0.049,0.934,0.042
962,0.229,0.175,0.503,0.205,0.417
963,0.682,0.708,0.731,0.971,0.408
964,0.209,0.645,0.951,0.828,0.185
965,0.643,0.678,0.095,0.363,0.260
966,0.370,0.424,0.160,0.869,0.651
967,0.698,0.598,0.186,0.982,0.109
968,0.412,0.249,0.304,0.550,0.640
969,0.530,0.005,0.242,0.033,0.990
970,0.802,0.797,0.836,0.368,0.321
971,0.481,0.820,0.960,0.921,0.988
972,0.986,0.428,0.824,0.409,0.013
973,0.986,0.683,0.425,0.358,0.379
974,0.555,0.954,0.883,0.686,0.616
975,0.638,0.045,0.906,0.108,0.569
976,0.951,0.642,0.715,0.597,0.053
977,0.002,0.980,0.441,0.852,0.973
978,0.440,0.526,0.755,0.139,0.857
979,0.192,0.116,0.591,0.325,0.430
980,0.626,0.257,0.011,0.821,0.379
981,0.716,0.037,0.700,0.384,0.738
982,0.288,0.874,0.808,0.419,0.970
983,0.408,0.942,0.799,0.385,0.083
984,0.743,0.276,0.690,0.159,0.811
985,0.970,0.374,0.954,0.836,0.410
986,0.835,0.604,0.857,0.593,0.674
987,0.053,0.202,0.484,0.290,0.993
988,0.540,0.508,0.945,0.971,0.357
989,0.440,0.708,0.360,0.046,0.361
990,0.589,0.204,0.952,0.042,0.742
991,0.227,0.951,0.197,0.834,0.451
992,0.583,0.512,0.528,0.922,0.305
993,0.288,0.593,0.045,0.195,0.821
994,0.289,0.877,0.294,0.336,0.571
995,0.529,0.843,0.434,0.112,0.533
996,0.857,0.512,0.309,0.597,0.833
997,0.549,0.258,0.701,0.920,0.984
998,0.137,0.899,0.518,0.149,0.557
999,0.487,0.133,0.870,0.234,0.445
1000,0.260,0.398,0.746,0.173,0.248
1001,0.786,0.257,0.596,0.333,0.200
1002,0.816,0.630,0.551,0.422,0.246
1003,0.878,0.781,0.960,0.712,0.155
1004,0.971,0.813,0.754,0.115,0.512
1005,0.848,0.952,0.829,0.779,0.240
1006,0.422,0.607,0.131,0.126,0.015
1007,0.771,0.004,0.928,0.446,0.355
1008,0.300,0.328,0.567,0.890,0.983
1009,0.972,0.648,0.563,0.623,0.350
1010,0.862,0.004,0.664,0.168,0.102
1011,0.902,0.349,0.752,0.905,0.441
1012,0.573,0.669,0.534,0.286,0.393
1013,0.814,0.192,0.482,0.591,0.647
1014,0.939,0.138,0.458,0.159,0.135
1015,0.261,0.924,0.386,0.130,0.387
1016,0.269,0.985,0.479,0.983,0.914
1017,0.476,0.179,0.687,0.190,0.207
1018,0.307,0.578,0.598,0.048,0.942
1019,0.595,0.751,0.068,0.464,0.145
1020,0.140,0.204,0.149,0.690,0.842
1021,0.007,0.479,0.816,0.546,0.093
1022,0.744,0.886,0.603,0.851,0.315
1023,0.879,0.299,0.283,0.440,0.411
1024,0.279,0.609,0.533,0.300,0.805
1025,0.379,0.702,0.198,0.555,0.447
1026,0.706,0.989,0.812,0.044,0.607
1027,0.680,0.141,0.621,0.152,0.425
1028,0.171,0.859,0.289,0.219,0.630
1029,0.430,0.330,0.510,0.608,0.697
1030,0.930,0.663,0.899,0.488,0.481
1031,0.768,0.378,0.529,0.502,0.766
1032,0.568,0.865,0.331,0.234,0.973
1033,0.853,0.717,0.465,0.286,0.901
1034,0.964,0.672,0.250,0.149,0.886
1035,0.242,0.875,0.733,0.166,0.962
1036,0.643,0.064,0.662,0.069,0.583
1037,0.856,0.853,0.781,0.349,0.223
1038,0.850,0.674,0.983,0.247,0.389
1039,0.948,0.626,0.875,0.758,0.102
1040,0.276,0.864,0.895,0.026,0.609
1041,0.759,0.791,0.836,0.021,0.572
1042,0.867,0.063,0.273,0.909,0.248
1043,0.934,0.569,0.792,0.696,0.579
1044,0.459,0.292,0.517,0.952,0.701
1045,0.427,0.915,0.155,0.081,0.463
1046,0.143,0.612,0.265,0.862,0.257
1047,0.255,0.934,0.679,0.465,0.481
1048,0.813,0.093,0.858,0.122,0.733
1049,0.121,0.777,0.123,0.510,0.285
1050,0.187,0.880,0.275,0.167,0.230
1051,0.485,0.844,0.307,0.526,0.192
1052,0.884,0.895,0.921,0.490,0.897
1053,0.046,0.098,0.102,0.515,0.222
1054,0.887,0.079,0.197,0.554,0.163
1055,0.905,0.176,0.381,0.946,0.201
1056,0.434,0.327,0.666,0.177,0.555
1057,0.635,0.615,0.464,0.533,0.257
1058,0.273,0.313,0.997,0.431,0.534
1059,0.469,0.882,0.081,0.874,0.197
1060,0.230,0.393,0.127,0.036,0.719
1061,0.351,0.883,0.869,0.477,0.852
1062,0.443,0.824,0.946,0.247,0.927
1063,0.283,0.859,0.824,0.390,0.085
1064,0.899,0.768,0.737,0.547,0.222
1065,0.620,0.820,0.535,0.837,0.112
1066,0.349,0.233,0.788,0.509,0.160
1067,0.576,0.168,0.298,0.917,0.642
1068,0.284,0.114,0.569,0.372,0.692
1069,0.312,0.749,0.123,0.417,0.461
1070,0.804,0.502,0.365,0.358,0.380
1071,0.804,0.875,0.867,0.267,0.187
1072,0.364,0.984,0.765,0.376,0.217
1073,0.077,0.934,0.329,0.475,0.153
1074,0.936,0.757,0.316,0.344,0.128
1075,0.840,0.064,0.558,0.687,0.776
1076,0.239,0.361,0.333,0.021,0.154
1077,0.724,0.139,0.234,0.720,0.233
1078,0.522,0.949,0.383,0.700,0.249
1079,0.945,0.603,0.911,0.688,0.145
1080,0.855,0.401,0.609,0.628,0.921
1081,0.756,0.547,0.975,0.159,0.888
1082,0.105,0.774,0.484,0.179,0.620
1083,0.557,0.072,0.144,0.281,0.829
1084,0.138,0.503,0.143,0.136,0.720
1085,0.145,0.474,0.320,0.080,0.504
1086,0.518,0.177,0.204,0.279,0.074
1087,0.789,0.874,0.282,0.265,0.661
1088,0.985,0.408,0.464,0.643,0.071
1089,0.405,0.670,0.332,0.519,0.132
1090,0.496,0.281,0.560,0.490,0.602
1091,0.864,0.932,0.046,0.572,0.119
1092,0.067,0.654,0.196,0.201,0.745
1093,0.053,0.663,0.370,0.429,0.506
1094,0.354,0.561,0.923,0.020,0.856
1095,0.695,0.543,0.611,0.288,0.823
1096,0.763,0.340,0.250,0.090,0.139
1097,0.597,0.546,0.312,0.398,0.191
1098,0.291,0.613,0.762,0.333,0.237
1099,0.197,0.923,0.550,0.873,0.830
1100,0.621,0.852,0.407,0.001,0.431
1101,0.264,0.791,0.078,0.185,0.950
1102,0.776,0.964,0.463,0.714,0.381
1103,0.920,0.680,0.627,0.293,0.239
1104,0.647,0.892,0.414,0.396,0.876
1105,0.810,0.214,0.167,0.550,0.934
1106,0.594,0.938,0.819,0.017,0.662
1107,0.110,0.004,0.406,0.236,0.062
1108,0.384,0.899,0.874,0.596,0.433
1109,0.892,0.948,0.205,0.815,0.841
1110,0.597,0.742,0.942,0.704,0.410
1111,0.304,0.625,0.023,0.330,0.215
1112,0.202,0.735,0.579,0.005,0.524
1113,0.653,0.385,0.208,0.383,0.779
1114,0.895,0.590,0.244,0.262,0.950
1115,0.168,0.669,0.865,0.329,0.003
1116,0.430,0.267,0.644,0.270,0.113
1117,0.390,0.355,0.584,0.970,0.200
1118,0.232,0.872,0.861,0.125,0.171
1119,0.367,0.427,0.305,0.499,0.441
1120,0.010,0.379,0.751,0.067,0.454
1121,0.412,0.447,0.686,0.618,0.873
1122,0.572,0.108,0.344,0.263,0.312
1123,0.889,0.643,0.134,0.086,0.311
1124,0.103,0.733,0.079,0.669,0.817
1125,0.452,0.272,0.113,0.705,0.596
1126,0.463,0.671,0.738,0.697,0.849
1127,0.408,0.397,0.788,0.569,0.914
1128,0.696,0.561,0.992,0.401,0.231
1129,0.324,0.676,0.793,0.996,0.012
1130,0.616,0.062,0.191,0.298,0.858
1131,0.965,0.805,0.013,0.571,0.069
1132,0.575,0.657,0.404,0.612,0.789
1133,0.819,0.335,0.329,0.517,0.648
1134,0.230,0.821,0.060,0.386,0.020
1135,0.459,0.802,0.140,0.759,0.064
1136,0.204,0.701,0.791,0.827,0.360
1137,0.231,0.956,0.018,0.410,0.082
1138,0.015,0.027,0.097,0.817,0.494
1139,0.221,0.962,0.760,0.737,0.891
1140,0.935,0.059,0.242,0.289,0.628
1141,0.264,0.301,0.413,0.227,0.911
1142,0.540,0.690,0.696,0.451,0.208
1143,0.188,0.939,0.143,0.972,0.316
1144,0.702,0.195,0.534,0.231,0.224
1145,0.533,0.584,0.333,0.091,0.056
1146,0.506,0.295,0.308,0.147,0.759
1147,0.054,0.351,0.476,0.043,0.051
1148,0.818,0.899,0.210,0.825,0.387
1149,0.299,0.368,0.728,0.946,0.801
1150,0.788,0.146,0.142,0.670,0.015
1151,0.103,0.103,0.578,0.079,0.546
1152,0.751,0.611,0.801,0.928,0.950
1153,0.595,0.970,0.912,0.733,0.825
1154,0.615,0.175,0.947,0.246,0.672
1155,0.299,0.004,0.534,0.096,0.707
1156,0.827,0.240,0.885,0.425,0.719
1157,0.391,0.523,0.229,0.630,0.474
1158,0.071,0.366,0.219,0.777,0.522
1159,0.651,0.190,0.391,0.039,0.168
1160,0.600,0.032,0.399,0.211,0.231
1161,0.025,0.302,0.387,0.675,0.411
1162,0.192,0.977,0.450,0.146,0.909
1163,0.771,0.351,0.832,0.777,0.586
1164,0.247,0.177,0.719,0.587,0.681
1165,0.705,0.602,0.349,0.991,0.819
1166,0.300,0.334,0.121,0.395,0.883
1167,0.062,0.954,0.558,0.948,0.816
1168,0.759,0.120,0.352,0.153,0.338
1169,0.470,0.493,0.829,0.529,0.341
1170,0.875,0.030,0.000,0.011,0.876
1171,0.936,0.690,0.931,0.537,0.723
1172,0.810,0.714,0.699,0.083,0.082
1173,0.692,0.014,0.213,0.746,0.968
1174,0.191,0.030,0.928,0.003,0.321
1175,0.032,0.162,0.300,0.317,0.847
1176,0.209,0.662,0.262,0.018,0.835
1177,0.852,0.974,0.953,0.872,0.215
1178,0.177,0.332,0.716,0.954,0.484
1179,0.445,0.400,0.331,0.796,0.094
1180,0.508,0.993,0.843,0.703,0.504
1181,0.015,0.310,0.259,0.480,0.991
1182,0.433,0.503,0.964,0.719,0.961
1183,0.599,0.152,0.566,0.147,0.135
1184,0.888,0.636,0.757,0.889,0.754
1185,0.208,0.149,0.262,0.899,0.755
1186,0.137,0.678,0.590,0.046,0.708
1187,0.501,0.037,0.443,0.655,0.251
1188,0.725,0.528,0.828,0.976,0.374
1189,0.639,0.040,0.640,0.608,0.689
1190,0.618,0.322,0.637,0.932,0.191
1191,0.804,0.555,0.934,0.629,0.884
1192,0.328,0.097,0.947,0.346,0.218
1193,0.522,0.584,0.095,0.142,0.871
1194,0.727,0.362,0.446,0.153,0.242
1195,0.273,0.676,0.034,0.342,0.307
1196,0.166,0.363,0.325,0.330,0.720
1197,0.087,0.599,0.980,0.206,0.626
1198,0.738,0.119,0.633,0.081,0.492
1199,0.985,0.170,0.357,0.518,0.422
1200,0.580,0.397,0.093,0.301,0.794
1201,0.236,0.236,0.807,0.653,0.530
1202,0.451,0.801,0.400,0.525,0.799
1203,0.848,0.143,0.178,0.098,0.853
1204,0.360,0.311,0.862,0.439,0.476
1205,0.177,0.985,0.352,0.701,0.843
1206,0.310,0.203,0.592,0.096,0.931
1207,0.807,0.265,0.396,0.510,0.219
1208,0.788,0.542,0.924,0.335,0.044
1209,0.333,0.299,0.566,0.277,0.461
1210,0.841,0.690,0.602,0.294,0.905
1211,0.423,0.005,0.002,0.441,0.675
1212,0.725,0.680,0.271,0.699,0.482
1213,0.740,0.687,0.560,0.689,0.875
1214,0.469,0.452,0.652,0.303,0.757
1215,0.366,0.795,0.859,0.188,0.571
1216,0.065,0.711,0.296,0.130,0.064
1217,0.158,0.479,0.461,0.877,0.976
1218,0.771,0.512,0.235,0.292,0.224
1219,0.726,0.448,0.760,0.988,0.357
1220,0.464,0.158,0.040,0.080,0.555
1221,0.145,0.114,0.080,0.364,0.017
1222,0.565,0.976,0.482,0.820,0.787
1223,0.981,0.288,0.010,0.344,0.704
1224,0.527,0.225,0.134,0.857,0.987
1225,0.383,0.763,0.922,0.668,0.463
1226,0.800,0.526,0.053,0.849,0.741
1227,0.880,0.436,0.024,0.299,0.119
1228,0.780,0.754,0.142,0.817,0.242
1229,0.628,0.279,0.259,0.339,0.978
1230,0.104,0.264,0.688,0.731,0.534
1231,0.497,0.419,0.747,0.753,0.253
1232,0.630,0.499,0.847,0.598,0.718
1233,0.787,0.999,0.662,0.015,0.302
1234,0.979,0.564,0.938,0.478,0.379
1235,0.184,0.755,0.023,0.415,0.488
1236,0.174,0.957,0.150,0.662,0.163
1237,0.740,0.670,0.617,0.835,0.330
1238,0.090,0.779,0.719,0.577,0.262
1239,0.224,0.510,0.422,0.714,0.336
1240,0.184,0.771,0.657,0.169,0.405
1241,0.746,0.857,0.610,0.337,0.275
1242,0.799,0.240,0.249,0.609,0.847
1243,0.532,0.845,0.412,0.032,0.656
1244,0.826,0.535,0.703,0.668,0.045
1245,0.426,0.505,0.345,0.511,0.438
1246,0.079,0.245,0.652,0.936,0.398
1247,0.839,0.468,0.200,0.915,0.713
1248,0.664,0.629,0.538,0.928,0.391
1249,0.606,0.983,0.570,0.984,0.727
1250,0.252,0.418,0.951,0.787,0.807
1251,0.456,0.530,0.019,0.524,0.610
1252,0.319,0.622,0.649,0.737,0.844
1253,0.537,0.801,0.361,0.437,0.749
1254,0.525,0.076,0.486,0.149,0.021
